Individual name,Song name,Syllable Number,Element Number,Peak frequency Mean,Peak frequency Variance,Peak frequency Maximum,Peak frequency Minimum
Touit-melanonotus,Touit-melanonotus-31239.wav,15,15,2059.874,871626,3445.313,861.3281
Touit-melanonotus,Touit-melanonotus-31239.wav,16,16,2730.345,618911.2,3574.512,1119.727
Touit-melanonotus,Touit-melanonotus-31239.wav,17,17,1821.709,275500.9,2540.918,1248.926
Touit-melanonotus,Touit-melanonotus-31239.wav,18,18,2313.942,740088.4,3574.512,904.3945
Touit-melanonotus,Touit-melanonotus-31239.wav,19,19,2156.55,832471.1,3143.848,775.1953
Touit-melanonotus,Touit-melanonotus-31239.wav,20,20,2467.194,701085.7,3402.246,1033.594
Touit-melanonotus,Touit-melanonotus-31239.wav,21,21,1604.108,236986.5,2540.918,1076.66
Touit-melanonotus,Touit-melanonotus-31239.wav,22,22,2461.154,24675.53,2713.184,1937.988
Touit-purpuratus-257676,Touit-purpuratus-257676.wav,1,1,1370.039,13145.4,1550.391,1119.727
Touit-purpuratus-257676,Touit-purpuratus-257676.wav,2,2,1274.582,13520.03,1378.125,1076.66
Touit-purpuratus-257676,Touit-purpuratus-257676.wav,3,3,1624.465,3863.864,1679.59,1507.324
Touit-purpuratus-257676,Touit-purpuratus-257676.wav,4,4,1519.513,26349.61,1851.855,1291.992
Touit-purpuratus-257676,Touit-purpuratus-257676.wav,5,5,1463.078,25346.36,1765.723,1248.926
Touit-purpuratus-257676,Touit-purpuratus-257676.wav,6,6,1379.74,17155.44,1722.656,1205.859
Touit-purpuratus-257676,Touit-purpuratus-257676.wav,7,7,1769.638,5996.913,1851.855,1507.324
Triclaria-malachitacea-4813.wav,Triclaria-malachitacea-4813.wav,1,1,2541.834,9639.708,2670.117,2368.652
Triclaria-malachitacea-4813.wav,Triclaria-malachitacea-4813.wav,2,2,2489.956,10412.83,2756.25,2239.453
Triclaria-malachitacea-4813.wav,Triclaria-malachitacea-4813.wav,3,3,2489.118,13075.99,2799.316,2196.387
Triclaria-malachitacea-4813.wav,Triclaria-malachitacea-4813.wav,5,4,2552.203,8636.995,2842.383,2325.586
Triclaria-malachitacea-4813.wav,Triclaria-malachitacea-4813.wav,5,5,2583.029,11409.55,2928.516,2282.52
Triclaria-malachitacea-4813.wav,Triclaria-malachitacea-4813.wav,6,6,2431.168,47242.07,2799.316,1981.055
Triclaria-malachitacea-4813.wav,Triclaria-malachitacea-4813.wav,7,7,2501.564,14759.31,2713.184,2153.32
